ad_id,title,company,town,opening_date,closing_date,ad_url,vacancy_details_url,poster_image_file,emails,phones,ocr_text,is_internship,tech_skills,soft_skills,skills_all,is_tech
topjobs_1471437,Trainee Electrical Engineer,Orel IT,Padukka,2026-02-20,2026-03-06,https://www.topjobs.lk/employer/JobAdvertismentServlet?rid=0&ac=DEFZZZ&jc=0001471437&ec=DEFZZZ&pg=applicant/vacancybyfunctionalarea.jsp,https://www.topjobs.lk/vacancy?ac=DEFZZZ&jc=0001471437&ec=DEFZZZ&pg=applicant/vacancyDetails.jsp,data/raw/topjobs_ads_listview/images/topjobs_1471437.png,careers@orel.com,479 2100 1,"lzxal Ol LECTRIG
por, ENERGIZING LIVES
4 ‘
‘ Join the Team That Powers the Future
4 At Oret Group, we're not just creating products — we're
i i , creating possibilities. As a global innovation-driven
manufacturing ecosystem, our mission is to energize
BD lives by delivering sustainable solutions across power,
en data, and water. if you're passionate about driving
m4 change, shaping the future, and being part of
a syn J something bigger, this is your opportunity to make a
fi re real impact. With a presence in 30 countries and a
Gq ; commitment to innovation, we invite forward-thinking
Ny 1 / individuals to be part of our journey.
! aA oN AVALN
Come energize your career at Orel Group — where
your potential meets our purpose.
.
"" y
\\4
¢ ea) fa TRAINEE ELECTRICAL ENGINEER
emi Sent
YOUR RESPONSIBILITIES WILL INCLUDE:
® Assist in the design, installation, testing, and commissioning of electrical systems
© Support senior engineers in project planning and execution
* Conduct site inspections and prepare technical reports
© Assist in troubleshooting and resolving electrical faults
® Ensure compliance with safety standards and company procedures
@ Prepare technical documentation, drawings, and materia! estimates
* Coordinate with contractors, suppliers, and other team members as required
YOU SHOULD:
* Bachelor's Degree oF Diploma in Electrical Engineeting/ NOT/ HNDE/NDES
‘* Strong theoretical knowledge of electrical systems and standards
© Familiarity with MS Office applications
© Good analytical and problem-solving skills
* Strong communication and teamwork abilities
* Willingness to learn and work on-site when required
© Ability to work Independently and meet deadlines
ARE YOU READY TO SUPERCHARGE YOUR CAREER?

If yes, please email your CV with a recent photograph and contact details of two non-related
referees to careers@orel.com indicating the name of the position in the subject within 14 days
from the publication date of this advertisement.
O_O

OREL CORPORATION (PVT) LTD.
76 Orel Park, Panaluwa-Watareka, Padukka, Sri Lanka
§X4 careers@orel.com | & On 479 2100 1@ www.orel.com
",True,,"communication, problem solving, teamwork","communication, problem solving, teamwork",True
topjobs_1468587,Web Developer Intern,Snow Soft (Pvt) Ltd,Ja-Ela,2026-02-13,2026-02-27,https://www.topjobs.lk/employer/JobAdvertismentServlet?rid=0&ac=DEFZZZ&jc=0001468587&ec=DEFZZZ&pg=applicant/vacancybyfunctionalarea.jsp,https://www.topjobs.lk/vacancy?ac=DEFZZZ&jc=0001468587&ec=DEFZZZ&pg=applicant/vacancyDetails.jsp,data/raw/topjobs_ads_listview/images/topjobs_1468587.png,,919476 0202716,"‘ i OETA GT Tiga
yf ae AMIE nl I ii mie ae
' Hh; AU
é ] yh | ye .
/ : Uys
, } . ay
/ fo we
‘
, 4 ’ . —
WEB DEVELOPER INTERN}
rVtA yay 2 me
This internship is ideal for students or\) Y Ed
recent graduates who want hands-on -
experience working on real-world web a iA
Projects . >< LA — 4
Requirements rears EZ Cy
@ Basic knowledge of PHP, Laravel, ae , So
MySQL, HTML, CSS, JavaScript ~~ - % nd gre *. >”
© Familiarity with Git is an advantage. Z ‘ CG =
® Willingness to learn and good , i . . We "" |
problem-solving skills. Wy a Sears _—
® Ability to work well in a team. ~ / Le, * wy
. ey, 2s, .
* Laravel fe HTML bn a
9 HERI css, ‘APPLY. NOW,
«My SQL¥e*Java Script :
~~
919476 0202716 NO J26 Ela)
ee
",True,"css, git, html, java, javascript, mysql, php, sql",problem solving,"css, git, html, java, javascript, mysql, php, problem solving, sql",True
topjobs_1471163,Assistant Curriculum Developer - Childcare (Intern),Imperial Edutech (Pvt) Ltd,All island,2026-02-20,2026-03-06,https://www.topjobs.lk/employer/JobAdvertismentServlet?rid=0&ac=DEFZZZ&jc=0001471163&ec=DEFZZZ&pg=applicant/vacancybyfunctionalarea.jsp,https://www.topjobs.lk/vacancy?ac=DEFZZZ&jc=0001471163&ec=DEFZZZ&pg=applicant/vacancyDetails.jsp,data/raw/topjobs_ads_listview/images/topjobs_1471163.png,careers@imet.lk,,"fe) <| °
&” IMET
—~— e
Imperial Edutech (Pvt) Ltd
We Are Hiring!
. .
Assistant Curriculum Developer -
Childcare (Intern)
(Remote, Full-time and Part-time Positions Available)
About the Company:
Imperial Edutech (Pvt) Ltd specializes in detivering Edtech services and internationally recognised professional
ontine courses. Established in 2026 in Sri Lanka, the company works In collaboration with its subsidiary and
associated companies in the United Kingdom, leveraging advanced technology to enhance learning experiences
and contribute to improving education for society.
Job Description: a AW eR \
We are seeking highly motivated recent graduates or current undergraduates to join our team. As an Assistant
Curriculum Devetoper {Intern}, you will play a key role in designing, developing, and implementing educational
programs that meet the needs of learners. You will collaborate with subject matter experts, educators, and
stakeholders to create engaging, effective curricutum materials that enhance the learning experience.
Key Responsibilities: Requirements:
+ Design and develop high-quality curricutum materials. » Recent graduates or current undergraduates in
« Apply instructional design principles to create Psychology, Early Years, Childcare, or related
learner-centered content. ""
., . * Strong written and verbal communication skills.
+ Collaborate with subject matter experts (SMEs} to
ensure aceuracy and relevance, + Familiarity with online teaching tools and
educational technologies.
* Tailor curriculum materials for various learning . . a
environments. + Self-motivated with the ability to work
independently and in a team environment.
* Develop and implement assessment tools to measure
learner progress. .
. . . Status of the job:
+ Incorporate appropriate educational technologies, kh
multimedia, and 6-learning toots to enrich the learning Work from Home
experience. You are required to work parallel to office hours in
the UK and your regular working hours are 01.30pm
to 10.30pm and during UK daylight saving time
12.30pm to 09.30pm on weekdays. We are off on .
weekends and UK bank holidays. .
oe
oe
\ oe.
ee
ee
nt .
a .
‘ . \ Benefits: \
a :
7” 7 7 oT bd . 7. H + Competitive remuneration package.
‘ \ { => , 4 ! | + Flexible work-from-home arrangement.
: nya : | + Opportunity to work with colleagues
j WD ee from the UK and internationally. }
: uf tt a A * ea + Comprehensive training provided to
LANk eB o : a help you succeed in the role.
PONT POE PON OY |
I | iy eg
iy = ‘bey | : yo
<G ) ie ir) / fama Pl d your CV t
aS i‘n4, 4 oh ned? a ease send your rol
es NM na Se) em careers@imet.lk
oa ky are t
",True,,"collaboration, communication","collaboration, communication",True
topjobs_1470163,Web Developer | Web Designer Intern,Amber Business Solutions (Pvt) Ltd,Batticaloa,2026-02-18,2026-03-04,https://www.topjobs.lk/employer/JobAdvertismentServlet?rid=0&ac=DEFZZZ&jc=0001470163&ec=DEFZZZ&pg=applicant/vacancybyfunctionalarea.jsp,https://www.topjobs.lk/vacancy?ac=DEFZZZ&jc=0001470163&ec=DEFZZZ&pg=applicant/vacancyDetails.jsp,data/raw/topjobs_ads_listview/images/topjobs_1470163.png,recruitment@amberbusinesssolutions.net,+94 74 0811885,"oy oo FG!
business solutions \
: —
Web Developer/ S Ny Re
°
Web Designer Intern o _
Job scauvementdS Intern / Trainee Eligibility
« Minimum 1 year experience preferred for Web Developer . Graduate students can apply.
role. » Basic knowledge of web development
« Strong understanding of website fundamentals (HTML, fundamentals required.
CSS, responsive design). * Passion for learning modern web
« Experience in WordPress custom development. technologies and design practices.
* Coding background with knowledge of PHP and other
programming concepts. sucisee
« Understanding of modern UI design and website patterns. Responsibilities:
. Experience on other platforms such as Shopify, Wix, or * Assist in developing and maintaining
. bsites,
« Knowledge of UI/UX principles and website optimization. . Support Ul improvements and website
« Experience working with eCommerce websites. updates.
« Basic understanding of SEO and Al-driven web practices. © Work with senior developers on client
« Professional attitude with good attendance and projects.
responsibility. » Follow modern web standards and best
practices.
Send your CV & portfolio to?
recruitment@amberbusinesssolutions.net] Benefits:
More Information * Competitive salary.
+94 74 0811885 * Career growth opportunities.
Lu Battical * Friendly and supportive work
cation: Batticaloa environment.
Working Hours: 9.00 AM - 6.00 PM
",True,"css, html, php",,"css, html, php",True
topjobs_1471908,Trainee / Associate Pre-Sales Engineer,Hitachi Digital Payment Solutions Limited,Colombo 6,2026-02-23,2026-03-09,https://www.topjobs.lk/employer/JobAdvertismentServlet?rid=0&ac=DEFZZZ&jc=0001471908&ec=DEFZZZ&pg=applicant/vacancybyfunctionalarea.jsp,https://www.topjobs.lk/vacancy?ac=DEFZZZ&jc=0001471908&ec=DEFZZZ&pg=applicant/vacancyDetails.jsp,data/raw/topjobs_ads_listview/images/topjobs_1471908.png,,,"fede: + a eo
Ti , od _ nv :
: ‘ ps :
™) ~~ a t . Bens
»
\ “lrainee/ASsociate
HITACHI \\  ISEIES
Inspire the'Next “ay Met Nata
Dn ne -ngineer
naw ,
Assist the sales team by providing technical support, product demonstrations, and solution
recommendations } to, meet { client { needs. Learn } company f products J and * customer,
engagement strategies to support pre-sales activities,
Key,Responsibilities
« Product Demonstrations: Assist in preparing and delivering product demos to
potential clients,
—*
* Solution Design: Help design and recommend solutions that match customer,
requirements using company products/services,}
—
« Documentation: Create technical proposals, presentations, and responses to RFPs
(Requests for Proposals) J
a
* Collaboration: Work with sales, marketing, product, and engineering teams to align
‘on client solutions
—
* Customer Support (Pre-Sale): Provide answers to customer queries during the sales
process
Learning & Development: Continuously train on products, technologies, and industry
trends.)
Qualifications\&{Experience
«Higher Diploma or bachelor's degree.)
Greg eeastnant eenmere arenas?
«Fresh Graduate or1 year experience.
«Good English speaking and writing skills will be an added benefit.
COO oO OOOO
7 7 Find out more,
Send in your CV’s to: vacancies @hitachi-dps.com ‘www. hitachi-dps.com'
Please indicate the post applied for in the Subject Line oO (FX)
",True,,collaboration,collaboration,True
topjobs_1470483,Intern - Technology Services (1),MAS Capital,Malabe,2026-02-18,2026-03-04,https://www.topjobs.lk/employer/JobAdvertismentServlet?rid=0&ac=0000000094&jc=0001470483&ec=0000000662&pg=applicant/vacancybyfunctionalarea.jsp,https://www.topjobs.lk/vacancy?ac=0000000094&jc=0001470483&ec=0000000662&pg=applicant/vacancyDetails.jsp,data/raw/topjobs_ads_listview/images/topjobs_1470483.png,,,"» n a . ie
rn melt
KIGKSTARTAYOUR CAREERIWITHIMASE _
Callin out all bright minds looking to gain valuable experience in.the «
ever evolving Apparel Industry! We are on the lookout fotinnovative a.
thinkers to Join MAS Capital - Malabe as an. : ’
: Sian Gna Sanaa .
Intern=Technology Services m4 ; 7
Enterprise Solutions . :
maWhoWervre. Looking;For: ; ° |
We-are looking for proactive Undergraduates in Cybersecurity or, Information an
Technology along with strong communication and team working skills to join
eng
ourteam of changemakers: . a
YY ounRole,with Us: ;
‘AS ahechnology Services intern, you will support the implementation of new,
processes and activities while monitoring data access, management.and related
mgrdrn ¥ ord getine wr g ~) ae
activities of employees to’ensure data restriction and protection of,
organizational information:
(opi; now!)
, Apply within 7 calendar days of this advert being published,
<> a >
- ~—
I Aalto Sy cre)
7 as —— ~~ — <4. :
s : —~—T
1
We are an equal opportunity employer and welcome all qualifying candidates to join our team of MAS professionals.
",True,cybersecurity,communication,"communication, cybersecurity",True
topjobs_1472345,IT Systems Support Intern,Eswaran Brothers Exports (Pvt) Ltd,Colombo 14,2026-02-23,2026-03-09,https://www.topjobs.lk/employer/JobAdvertismentServlet?rid=0&ac=DEFZZZ&jc=0001472345&ec=DEFZZZ&pg=applicant/vacancybyfunctionalarea.jsp,https://www.topjobs.lk/vacancy?ac=DEFZZZ&jc=0001472345&ec=DEFZZZ&pg=applicant/vacancyDetails.jsp,data/raw/topjobs_ads_listview/images/topjobs_1472345.png,hr@eswaran.com,,"al EET Serenata eae — |
Se a et ge C—O, ¥
FS ee oe eer ae EE in eee = ee
oe ee
eee Nee
poe eee Re ig ee ee eee Se
Se ee ee ee Eee A tt aed Premera
IT,SYSTEMS SUPPORT, INTERN
The Eswaran Brothers Group has been trading in tea since 1963. Now with customers in over 50 countries,
the company is focused on providing a total tea solution worldwide,
We are looking for a tech-savvy and self-motivated IT Systems Support Intern to join our IT team, with a primary
focus on supporting our Enterprise Resource Planning (ERP) systems. This internship offers' hands-on experience
in a fast-paced environment, where you'll assist in maintaining and troubleshooting our SAP S/4HANA Public Cloud
ERP platform, alongside general system support. Ideal for a proactive leamer eager to dive into ERP technologies,
this role will involve resolvin user queries, optimizing system performance,
and integrating tools like Microsoft Office 365.
If you're passionate about technology and enjoy self-directed learning, this is your chance to build practical skills
in enterprise IT systems. \ \ \ ‘ (
=
Key Responsibilities : A rN N\A 4 VAS
* Provide daily support for IT systems inquiries, with an emphasis on ERP-related issues in SAP S/4HANA
Public Cloud (e.g., module troubleshooting, data queries, user access).
+ Troubleshoot Office 365 applications (Outlook, Teams, OneDrive, SharePoint) and their integration with
ERP systems. \\ Wr”
+ Diagnose and resolve system-related problems on Windows and macOS, including software conflicts,
updates, and performance optimization.
+ Conduct site visits to branch offices or Strategic Business Units (SBUs) for on-site ERP/system audits, user
training, and issue resolution.
+ Document support activities, resolutions, and system updates in ticketing systems.
+ Escalate complex ERP or system issues to senior team members and follow up on solutions.
+ Participate in self-learning initiatives to stay updated on SAP S/4HANA features and emerging IT trends.
Qualifications & Skills :
+ Currently pursuing or recently completed a degree/diptoma in Information Technology, Computer Science, +
+ Business Information Systems, or a related field.
+ Tech-savvy with a strong interest in enterprise systems; basic famitiarity with ERP concepts (SAP S/4HANA
experience is a plus but not required),
+ Proficiency in Microsoft Office 365 applications and troubleshooting skills for common issues.
+ Solid understanding of operating systems (Windows and macOS) and basic networking.
+ Excellent problem-solving abilities with a logical approach to diagnosing system and ERP challenges.
+ Demonstrated self-learning ability, such as through online courses, personal projects, or certifications (e.g.,
SAP or Microsoft-related).
* Strong communication skills to explain technical concepts to non-technical users.
+ Proactive mindset, organizational skills, and wilingness to work independently or under supervision,
What We Offer :
+ Real-world exposure to SAP S/4HANA Public Cloud and enterprise IT support.
+ Mentorship from experienced IT professionals to foster your self-learning and growth.
+ Opportunities to work with cutting-edge tools like ERP integrations and 0365 ecosystems.
+ Potential for future full-time roles based on performance.
A self-motivated person, with good communication skills and a proven track record for meeting deadlines
with a positive altitude, eager to learn and adapt to new environments
If you are confident and have the right profile to join our team, please forward you're resume to
hr@eswaran.com including two non-related referees within 7 days of this advertisement.
EXPORTERS OF QUALITY TEA IN TEABAGS PACKETS AND BULK
NO.104/ 11,GRANDPASS ROAD, COLOMBO 14
WWW.ESWARAN.COM
Spee Cai) ey rs
¢ TT USDA.
OMOMEC €D
we Senge CeCe. cs cs] MZ ay
‘WE SUPPORT xt anesninal FOOD Uc BO-805 Toneayaon
cen on Ceniestions
",True,"c, networking","communication, problem solving","c, communication, networking, problem solving",True
topjobs_1468436,Intern - Data Analytics (1),MAS Capital,Malabe,2026-02-13,2026-02-27,https://www.topjobs.lk/employer/JobAdvertismentServlet?rid=0&ac=0000000094&jc=0001468436&ec=0000000662&pg=applicant/vacancybyfunctionalarea.jsp,https://www.topjobs.lk/vacancy?ac=0000000094&jc=0001468436&ec=0000000662&pg=applicant/vacancyDetails.jsp,data/raw/topjobs_ads_listview/images/topjobs_1468436.png,,,"» ” a : fe
hr ne melt
MESAE YOUR CAREERIWITHIMASE -
Callin out all bright minds looking to gain valuable experience in.the «
ever evolving Apparel Industry! We are on the lookout fotinnovative a.
thinkers to Join MAS Capital - Malabe as an. : ’
Intern Data Analytics a ie an
f ‘4
Enterprise Solutions a
to 4 fb a .. _ ‘ ,
4 Wate were Looking,-For:; _ ; -
We are looking for proactive Undergraduates and Graduates in Computer, 7
Science or, Data Analytics‘along with strong communication and analytical skills
to join our team of changemakers, ‘ -
; YY ounRole with Us: ;
‘As a Data Analytics Intern;you_will assist the Lead in data governance and data
quality implementation tasks while supporting the, development of Gold Layer,
transformations by writing notebooks*testing logic and validating datasets on
a ene etafin Zp « —
the Azure Databricks Gold Layer,
(opply, now!)
, ‘Apply within 7.calendar,days of this advert being published;
\ Cy °
i((C4 |
en
We are an equal opportunity employer and welcome all qualifying candidates to join our team of MAS professionals.
",True,azure,communication,"azure, communication",True
topjobs_1470339,Biomedical Engineer Trainee,Siyol International Private Limited,"Hambantota, Jaffna, Rathnapura",2026-02-18,2026-03-04,https://www.topjobs.lk/employer/JobAdvertismentServlet?rid=0&ac=DEFZZZ&jc=0001470339&ec=DEFZZZ&pg=applicant/vacancybyfunctionalarea.jsp,https://www.topjobs.lk/vacancy?ac=DEFZZZ&jc=0001470339&ec=DEFZZZ&pg=applicant/vacancyDetails.jsp,data/raw/topjobs_ads_listview/images/topjobs_1470339.png,"hr1@siyol.com, hr@siyol.com","0768561725, 077573 3396","FP PSI 2 eR
Mai SIOMEDICALENGINEERING STUDENTS Sagan
BIOMEDICAL ENGINEER4 E23
“TRAINEE “Ag (eka
2. . ‘ 4 cam] —
Siyol International (Pvt) Ltd (ai 4
"" Urgent Hiring - Immediate Requitement’. t Chet
* About Siyol International i And VJ ity a
“About Siyol international AEN 977; raw
Siyol International (Pvt) Ltd is a growing eam ‘ \ . . ' Y
organization in the medical and biomedical 7 te a5 fate,’ BS \ € 5 { AH ‘_
engineering field, committed to delivering safe, 4 acted os 4 ive
.” accurate, and reliable healthcare solutions \* {er Ir) a ET “ TENG -
across Sri Lanka. ) \Y Uv a ee oe A ta ay a
 % Position Details. °° =. Sy ea ee
@ Job Title: Biomedicat Engineer Trainee Ae”, f: ai a
“, ©. Employment Type: Full-Time - epepege. est
@ Salary: Negotiable 2. & Key Responsibilities - os
@ Age Range: 25 — 30 years : __ ¥ Preventive & corrective maintenance wee
© @ Gender: Male ° . * . - of biomedical equipment .-. °. : °!
~ @ Work Locations: .. -- vo ¥ Troubleshooting and repairing --° |
, *Hambantota, Rathnapura, Jaffna, : ‘. ""medical devices 3° 205 - ,
os 4s vee. . ; “Responding to oncall service "" - we
_ Willingness to travel is required) requirements“). 0S oe oe
~""S3¢ Who Can Apply? |. «7S... Working with hospitals and | 7
a ON nee eee ey ee ote Poet medicalinstitutions 7%. 800
: wv NVQ Level 6 in Electrical / Electronic / ¥ Ensuring equipment safety, accuracy,
a Mechanical Engineering OR - * » and reliability . we
v Bachelor’s Degree ina relevant 7 eres nner deetenr ngeenmnetey
Engineering field ae / ~’ How to Apply: 200 0
2 Background or interest in Biomedical r ®B Send your CV to: hr@siyol.com
4 Engineering . oe . aa t hr1@siyol.com 2°.
ow Good technical knowledge of biomedical | i rt) 077573 3396 | Oe au [
2, Sauipment 5 : af 0768561725) Eger |
v Fluent in English (spoken & written) -- E eae oa ng]. es : Dats E
ee eats ED) GS op
. A Pay SEE O 139 * verte ""
Start.your, professional journey, in feumma mar pgones ae Si
Pema pint bina epgina ics ey ta oe A eeipecare ty sub Scan to Apply ;
' Biomedical Engineering with Siyol Internationa nrA via WhatsApp
",True,,,,True
topjobs_1472669,Trainee Software Engineer (Full Time),P & A Insurance Brokers (Pvt) Ltd,Colombo 8,2026-02-24,2026-03-10,https://www.topjobs.lk/employer/JobAdvertismentServlet?rid=0&ac=DEFZZZ&jc=0001472669&ec=DEFZZZ&pg=applicant/vacancybyfunctionalarea.jsp,https://www.topjobs.lk/vacancy?ac=DEFZZZ&jc=0001472669&ec=DEFZZZ&pg=applicant/vacancyDetails.jsp,data/raw/topjobs_ads_listview/images/topjobs_1472669.png,hr@pandainsurance.tk,070 2290522,"JOB TITLE: TRAINEE SOFTWARE ENGINEER (FULL TIME)
LOCATION: ONSITE
We are looking for a Trainee Software Engineer to support the design and development of internal
systems for our insurance brokerage operations. The focus is on scalable web applications and Al-driven
workflow automation,
This is a full-time role. Interns will also be considered.
Tech Stack

«= TypeScript

« React / Next.js

*  Tailwind CSS

* Hono.js

* PostgreSQL

° AWS
Responsibilities ty (\ WW \ \ (\)

* Assist in developing and maintaining internal web applications

« Support API and backend service development

« Work with PostgreSQL databases

* Help deploy and manage applications on AWS

* Contribute to ALbased workflow automation and inteltigent process design
Requirements

© Good understanding of TypeScript fundamentals

* Experience with React or Next.js

* Backend development knowledge (Node,js / Hono.js preferred)

* Understanding of relational databases (PostgreSQL)

* Familiarity with AWS concepts

« Automation-first mindset and willingness to experiment with Al tooling
Added Advantage

* Experience with n8n

« Knowledge of Al agents, LLM integrations or workflow automation systems
What We Value

Strong learning attitude

* Practical problem-solving

¢ Clean, structured thinking

© Ownership and initiative
Send your CV and project links (GitHub/portfolio) to hr@pandainsurance.tk Mobile - 070 2290522
",True,"aws, css, github, next.js, node, postgresql, react, typescript",problem solving,"aws, css, github, next.js, node, postgresql, problem solving, react, typescript",True
topjobs_1468419,Intern - IT System Developer,SCOT Campus,Nugegoda,2026-02-27,2026-02-27,https://www.topjobs.lk/employer/JobAdvertismentServlet?rid=0&ac=DEFZZZ&jc=0001468419&ec=DEFZZZ&pg=applicant/vacancybyfunctionalarea.jsp,https://www.topjobs.lk/vacancy?ac=DEFZZZ&jc=0001468419&ec=DEFZZZ&pg=applicant/vacancyDetails.jsp,data/raw/topjobs_ads_listview/images/topjobs_1468419.png,hr@scot.Ik,,"‘x CAMPUS
INTERN
IT System Developer, READY,
Key Responsbilities TO
@ Ascist in the Development and Enhancement of Student and
Employee Management Systems.
* Participate in Software Design, Coding, Testing, Debugging,
and Documentation.t
‘* Support Database Design and Data Management Activities)
'* Collaborate with Team Members to Gather System £
Requirements.
’¢ Maintain and Improve Existing System Functionalitiess }
«Follow Coding Standards and Software, Development Best Bw are SCOT Campus, proud)
ractices | detivering over § 23 & Years ¥ of
Excellence © In , Education } since:
Minimum Requirements | 12003. Partnering with renowned,
4 Institutions such as De Montfort]
a rs University? Pearson? BTEC,¥ and!
Bachelor's Degree (Completed or Currently Pursuing) in y
Information Technology, Software Development, Computer City & Gullds, we provide globally
Science, Computing, of a Related Field. recognised § qualifications § and,
‘ Basic Understanding of Software Development Principles. industry-relevant ¥ programmes)
‘© Familiarity with Full-Stack Development Tools such as PHP, fempowering students for future
MySQL, Node.js, and Google Software Development Platforms mmm [success
@ Basic Knowledge of Databases and SQL.
«Understanding of Web Technologies (HTML, CSS, JavaScript) is,
an Advantage, -
Preferred Skills (Desirable) : >
No) ques qo) dy
Experience with Web or System-Based Application Development ]
'¢ Exposure to Frameworks or Development Tools, i
'¢ Strong Analytical and Problem-Solving Skilts., ———
'¢ Good,Communication and Teamwork Abilitiess °
‘+ Willingness to Learn and Adapt to New Technologies.
«Mandatory to Work on Weekends, with [wo Weekdays Off
How to Apply A i
Send your CV to hr@scot.Ik i : *
‘and &nsure you mention the position you're’applying for in the subject line
Don’t miss this Opportunity to join our Team!
",True,"css, html, javascript, mysql, node, node.js, php, sql","communication, problem solving, teamwork","communication, css, html, javascript, mysql, node, node.js, php, problem solving, sql, teamwork",True
topjobs_1467113,Trainee Site Support Engineer - Biyagama,Micronet Global Services (Pvt) Ltd,,2026-02-13,2026-03-31,https://www.topjobs.lk/employer/JobAdvertismentServlet?rid=0&ac=0000000419&jc=0001467113&ec=0000000552&pg=applicant/vacancybyfunctionalarea.jsp,https://www.topjobs.lk/vacancy?ac=0000000419&jc=0001467113&ec=0000000552&pg=applicant/vacancyDetails.jsp,,,,,True,,,,True
topjobs_1473296,Quality Assurance Trainee (Web Development & Digital Platforms) (1),eMarketingEye (Pvt) Limited,Colombo 5,2026-02-25,2026-03-09,https://www.topjobs.lk/employer/JobAdvertismentServlet?rid=0&ac=0000000197&jc=0001473296&ec=0000000233&pg=applicant/vacancybyfunctionalarea.jsp,https://www.topjobs.lk/vacancy?ac=0000000197&jc=0001473296&ec=0000000233&pg=applicant/vacancyDetails.jsp,data/raw/topjobs_ads_listview/images/topjobs_1473296.jpg,future@emarketingeye.com,,"‘QUALITY“ASSURANGE -
eMarketingEye is an internationally acclaimed digital marketing agency based
in Sri Lanka, working with over 1,200 clients across 45+ countries. We specialize :
in delivering digital solutions to the travel and hospitality industry, ranging from;
website design and development to performance-driven digital marketing
platforms, analytics, and internally developed systems, . ot
The Role rn
‘We are looking for a motivated and detail-oriented Quality'Assurance Intern to join; :
""f os Fim apoinnnnees emmgaicemaytee cnaecg om rahe ape omestngmend i sare ie ho
our QA team. In this role, you will support the testing of customer_facing websites
as well as internally developed web-based systems and digital platforms to ensure
accuracy, reliability, usability, and overall quality before delivery:
This role is ideal for individuals who are interested in learning how to test User,
Experience (UX), visual aspects of web applications, and logic-driven systems. You yaa
will work closely with tech leads, design leads, data teams, and project managers,
gaining hands-on experience throughout the development and release cycle.
key Responsibilities
Website GA (Customer-Facing)
= Assist in testing websites for visual accuracy, layout consistency, and brand
. Support responsiveness testing across devices and screen sizes
Help perform cross-browser testing and identify UI/UX inconsistencies
F Validate navigation, forms, and content behavior against requirements} .
Digital Platforms GA (internal & Product Platforms)
- Assist in testing web-based systems and internal platforms. for functional
* Support validation of workflows, calculations, reports, dashboards, and system: :
- Help verify data consistency across inputs, processing, and results:
- Participate in regression testing to ensure stability across releases] ; ‘
General GA Responsibilities a
- Document defects with clear reproduction steps under guidance: i .
- Support verification of fixes and basic regression checks,
Assist in reviewing requirements and user. flows for test coverage , ‘
: Collaborate with QA team members and cross-functional teams an ‘
- Support release cycles with structured testing and validation ‘
Benefits Be, oe a
F Above industry average remuneration and benefits me
- Exposure to work with top local and international brands ‘across multipleg ,
verticals and industries . : a ‘
- Ongoing training, guidance, and direction from experts with years of experience 3
- Modern and flexible working environment
- Health insurance and life insurance Jim , ,
Characteristics a4 :
Common sense with the right attitudez ‘ ‘ cee
- Creative and out-of-the-box thinking
- A team player with excellent interpersonal skills .
= Organised and efficient multitasker, . :
Requirements
Currently pursuing or recently completed a degree/diploma in ICT, Computer,
Science, or a related field : oo
F- Strong attention to detail and analytical thinking
F Basic understanding of the difference between websites and web applications
- Interest in User Experience (UX) and quality-focused testing]
- Familiarity with different web browsers and mobile devices
- Good communication skills and willingness to learn
No prior. QA experience required (training and mentorship provided)}
F Demonstrating ability in @A documentation ,
A degree in ICT or equivalent qualifications ‘
if you have the required qualifications and experience in line with our
requirements, wer would like to hear from you. Please email your complete cv to
rn eat Piamtagnansapnnjautetiiie morn as ite despa eal eS. er
future@emarketingeye.com stating the job code EMEWQAE in the subject
Taos Great
""_ ia) Tair! (es
1, ow, =, _ | (ter
ematketingeye ea : f
SSE eee
",True,,communication,communication,True
