ad_id,title,company,town,opening_date,closing_date,ad_url,vacancy_details_url,poster_image_file,emails,phones,ocr_text,is_internship,tech_skills,soft_skills,skills_all
topjobs_1468348,Trainee Staff - Company Secretary,Corporate Secretary Pvt Ltd,Colombo 1,2026-02-13,2026-02-27,https://www.topjobs.lk/employer/JobAdvertismentServlet?rid=0&ac=DEFZZZ&jc=0001468348&ec=DEFZZZ&pg=applicant/vacancybyfunctionalarea.jsp,https://www.topjobs.lk/vacancy?ac=DEFZZZ&jc=0001468348&ec=DEFZZZ&pg=applicant/vacancyDetails.jsp,data/raw/topjobs_ads_listview/images/topjobs_1468348.png,corporatesecretary16@gmail.com,,"CORPORATE SECRETARY (PVT) LTD
GOMPANY SECRETERIES
No. 126-2/10, YMBA Building, Sir Baron Jayathilaka Mawatha, Colombo 01, Sri Lanka.
We are looking for:
(Trainee Staff = Company Secreta Registrar of Company) 7!
Requirements: n Ay
© Completed advance level in any stream or following Chartered Secretary in Institute of Chartered Corporate
Secretaries in Sti Lanka. QA MiNi Ale
e Experience in company secretarial roles, particularly with the Registrar of Companies, is preferred.
* Fair understanding of Companies Act 7 of 2007.) (2/4 ~~
e Excellent written and verbal communication in English language.
© Highly organized and detail-oriented’ ~~
wee
Key Responsibilities:
‘Ensure compliance with the Companies Act and regulations, including preparation and submission of
statutory documents.
© Maintain accurate corporate records, including registers, minutes, and filings with the Registrar of
Companies.
« Assist in organizing board meetings and shareholder communications, ensuring adherence to governance
best practices.
© Liaise with regulatory authorities and stakeholders regarding compliance matters.
Salary is negotiable.
""Ifyou are ready to be a part of our organization you may send your resume to us within 7 days to
corporatesecretary16@gmail.com
SS
",True,,communication,communication
topjobs_1469277,Intern - Internal Audit,Eswaran Brothers Exports (Pvt) Ltd,Colombo 14,2026-02-16,2026-03-02,https://www.topjobs.lk/employer/JobAdvertismentServlet?rid=0&ac=DEFZZZ&jc=0001469277&ec=DEFZZZ&pg=applicant/vacancybyfunctionalarea.jsp,https://www.topjobs.lk/vacancy?ac=DEFZZZ&jc=0001469277&ec=DEFZZZ&pg=applicant/vacancyDetails.jsp,data/raw/topjobs_ads_listview/images/topjobs_1469277.jpg,hr@eswaran.com,,"RE Santee iran eee inet oe Oe
SS EN ce yp . ESTD'49634
Bare RS eT a, oil US ier ee
ee eee ee ea LS nar: a
SS Se ee ee 2g: 7 was Hv >
See eer eee ee Se ele NTT Bi

INTERN INTERNAIAUDI | ne
The Eswaran Brothers Group has been trading in'tea since 1963: Now with customers in over 50 countries,,
the company is focused on providing a total tea solution worldwide.
We are looking for an Intern - Internal Audit to support the establishment and ongoing operations of the newly
formed Internal Audit function. This role reports to the Manager - Internal Audit and requires willingness to
travel for work requirements. \\ \ \
HO N
7 . (3 ™
Duties and Responsibilities: roml i oO
te i ., 7 an cet a A
»+ Assist in conducting fieldwork, including process walkthroughs, control testing, data analysis,
paar -
and documentation of audit evidence. \Y v
acer

-« Support the execution of audit assignments and special assignments under supervision, including participation
in on-site audits where required.

+ Prepare and organize audit working papers and assist in data analysis to identify errors, potential fraud risks,
and control weaknesses.

+ Contribute to drafting audit observations and recommendations for review by Manager — Internal Audit.

+ Provide administrative and analytical support for Audit Committee presentations and reporting.

Requirements:

‘« Reading for a bachelor’s degree in management, Accounting, Finance, or a related field from a recognized
university, and/or partly qualified in a professional qualification such as tcast, ACCA, or CIMA; following the
Internal Audit Practitioner (AP) qualification offered by IIA will be considered an added advantage.

Proficiency In Microsoft Office, and data analysis.

+ Excellent communication skills in English and high ethical standards.

** Willingness to travel for work requirements.

A self-motivated person, with good communication skills and a proven track record for meeting
deadlines with a positive attitude, eager to learn and adapt to new environments
It you believe your protile matches the above requirements, please submit your resume to
hr@eswaran.com within 10 days of this advertisement. Include details of two non-related referees.
EXPORTERS OF QUALITY TEA IN TEABAGS PACKETS AND BULK
NO.104/ 11,GRANDPASS ROAD, COLOMBO 14
WWW.ESWARAN.COM
ite, — cuoios *
©t¢aQaawt @® eo
. 3 ae wy
e€ ¢ GO Ges Ge
‘WE SUPPORT: REIGN perry “on LeBI0-805 Concslinon
paren ai cave
",True,go,communication,"communication, go"
topjobs_1472591,Intern Finance (1),McLarens Holdings Limited,Kotahena,2026-02-24,2026-03-10,https://www.topjobs.lk/employer/JobAdvertismentServlet?rid=0&ac=0000000026&jc=0001472591&ec=0000000026&pg=applicant/vacancybyfunctionalarea.jsp,https://www.topjobs.lk/vacancy?ac=0000000026&jc=0001472591&ec=0000000026&pg=applicant/vacancyDetails.jsp,data/raw/topjobs_ads_listview/images/topjobs_1472591.jpg,,+9411 479 9100,"| } Intern -— Finance
| | Skills and Experience Required
gt S « Professional Qualification or Bachelors in Finance/Accounts
‘* Sa
4 . iy field. ate
AS S 4 i \ * Previous work experience is an added advantage.
a oé~ Vv
Yi. C \ r¢| + Proficiency in MS excel, word and Power point
4 ito Cee ae ae
“4 iS ! +--Strong Analytical and Interpersonal skills,
aX ARES . Ga ew et Ne ae .
SN a Vids NY { \Pecellent written and verbal communication Skills:
Ns mya
S Wy SE \ *_ Tlemibility, commitment and a proactive approach to
now wa Y challenges.
a
> a st « Demonstrated ability to collaborate effectively ina team
Vor environment.
Me a)
a :
~~ . ~ Working Location ~ McLarens Maritime Academy, Kotahena
aS oS
Sy: —
hie | MMA ote
‘ r ZI
McLARENS GROUP etarens Marie Academy 5
McLarens Holdings Ltd. | 284, Vauxhall Street,Colombo 2. | +9411 479 9100 | www.mclarens.ik f] fin] © elt
",True,"c, excel",communication,"c, communication, excel"
topjobs_1472968,Intern - Trasnsport (1),Sumathi Group,Colombo 3,2026-02-25,2026-03-11,https://www.topjobs.lk/employer/JobAdvertismentServlet?rid=0&ac=0000000421&jc=0001472968&ec=0000000555&pg=applicant/vacancybyfunctionalarea.jsp,https://www.topjobs.lk/vacancy?ac=0000000421&jc=0001472968&ec=0000000555&pg=applicant/vacancyDetails.jsp,data/raw/topjobs_ads_listview/images/topjobs_1472968.jpg,Jobs@sumathi.com,0112 352 552,"I —

G wiiisumatnipalaghagysongffis ogwell-known, by: Comme
conglomerate in Sri Lanka. with an extensive portfolio of, es mY

pe mo eet Tanger et aie; meee
diversified businesses: Our BRsuisiciaries are Ses
professionally; managed, high: performing) socially,
responsible and deliver, superior, value to. the markets me SAAS
that’they‘serves Uw*stimathipala’ s<Sons has*several S PALL.
‘other strategic. investments and alliances in several key, ro \ ee Vie ie
sectors of the Sri Lankan economy, : ce —_
Wefarezseeking {a proactive ands detail oriented . ay ia | .
Intern galransport to support, the daily operations. of, . 4 ead p i
the tT ransport{ Department rhisy rolesis}ideal, forza] oo * “ Ci
motivated individual who. is eager.to. gain. hands-on, _ ss Pop —

a ‘ — aga pega ‘ EP : a en 2 _-
experience jin fleetfcoordination{ logistics, support © ‘ ia Ope en me
and, transport ‘administration}withinfa; fast-paced : =“ / Ng et .
‘environments | \ Tea wm “22 co [ = .

NS INTERN = TRANSPORT,
‘DUTIESTAND_RESPONSIBILITIES)
+ Assist in coordinating daily vehicle movements and transport schedules.
+ Support the maintenance of vehicle records, fuel logs, and transport documentation..
+ Liaise with drivers and internal departments to ensure timely transport arrangements.
« Help monitor vehicle servicing schedules and report any maintenance requirements.
« Provide administrative support to the Transport team, including data entry and report preparation.
€THEIDEAL""CANDIDATE,SHOULD;POSSESS
» Following or recently completed a Diploma/Degree in Logistics, Transport Management, Business
Administration, ora related field.
» Basic computer literacy (MS Excel, Word, email) with good attention to detail.
» Good communication skills and willingness to learn in a fast-paced operational environment..
QWHATWE (OFFERED
- Exposure to diverse industries and corporate functions.
+ A supportive and collaborative working environment. ee
+ Opportunity for professional development and career development. see
“3° | A SUMATHI HOLDINGS (PVT)LTD
if y S SUBMIT YOUR CV
0112 352 552 @ lwwwsumathicom P
_ © CMe ~— Jobs@sumathi.com
No:491' Galle Road, Colombo 3
SUMATHI HOLDINGS:
",True,excel,communication,"communication, excel"
topjobs_1472987,Executive Sous Chef | Trainee - Pastry & Bakery | Commis I,Green Cabin,Nugegoda,2026-02-25,2026-03-11,https://www.topjobs.lk/employer/JobAdvertismentServlet?rid=0&ac=DEFZZZ&jc=0001472987&ec=DEFZZZ&pg=applicant/vacancybyfunctionalarea.jsp,https://www.topjobs.lk/vacancy?ac=DEFZZZ&jc=0001472987&ec=DEFZZZ&pg=applicant/vacancyDetails.jsp,data/raw/topjobs_ads_listview/images/topjobs_1472987.png,careers@greencabin.net,,"= fA = ont | eeeeeeeren a praia —et,| | ~ eA ot re ve AE bene A |
‘a. Ey & td Stee
— a ees Sma 60 | Pea
i —a-2- (ee 4 ois aAEL POGe Bees. ee
| = a oes cere | — T| Ponsa 3
Ait tries ada i i paren Vee Pt [fill ee Aas
= ene Pee TN | ‘ \! pyecene: <
SY GEE TEG REAP ACE SOP OO \, inal ewer
ae S\ ‘ Ban
ys el EEE 08 & me \\ We
aor beeps"" ee WH a4 fo
EAN eM OR
=~ 0 PED yt \ hE Ee
WE ARE HIRING!
Green Cabin is one of Sri Lanka's most iconic and tcusted aames in the Food & beverage
cml —_~ ay wd - _—
industry, renowned for our quality, service,and heritage. We are expanding our
‘ Ay uw yy
catering and operations team and are looking for dynamic, motivated, and service-
1S) driven individuals to join us.
‘Whether you are an experienced professional or an energetic newcomer eager to Learn, this
is your opportunity to be part of a passionate team that takes pride tn delivering
exceptional service and memorable experiences to our customers.
*
Executive Sous Chef
Trainee-Pastry & bakery
.
Commis |
eypit RedrigoRettauranty (pa) tad
noi, GREEN 2) Q No.8, Pepiliyana Road Nugegoda, Srilanka we
eer CABIN ws WMA careers@greencabin.net @greencabin.lk
@ — wwwgreencabinik @cyril_rocrigos
",True,,,
topjobs_1473046,HR Intern,Synergen Health (Pvt) Ltd,Nugegoda,2026-02-25,2026-03-11,https://www.topjobs.lk/employer/JobAdvertismentServlet?rid=0&ac=DEFZZZ&jc=0001473046&ec=DEFZZZ&pg=applicant/vacancybyfunctionalarea.jsp,https://www.topjobs.lk/vacancy?ac=DEFZZZ&jc=0001473046&ec=DEFZZZ&pg=applicant/vacancyDetails.jsp,data/raw/topjobs_ads_listview/images/topjobs_1473046.png,,,"2 SYNERGEN
Scr Health
Kick start your HR career with us!
\ Ss
0
S
D,
“ \ t
~~ HR INTERN
Z”
Requirements)
¢ Undergraduate in any discipline or partially ~ ff
qualified in CIPM
¢ Strong communication skills with a positive,
eager-to-learn attitude
¢ Basic knowledge of HR concepts is an added
advantage
¢ Ability to work from 2.00pm - 11.00pm SLT
Ready,to take, the next step in Ose 0
yourHR journey% ey a
Scan the QR code to learn more ee) ee
and apply! oa] pad ""
",True,,communication,communication
topjobs_1473314,Trainee Sales Personnel / Sales Personnel (50),NOLIMIT,,2026-02-25,2026-03-11,https://www.topjobs.lk/employer/JobAdvertismentServlet?rid=0&ac=0000000074&jc=0001473314&ec=0000000091&pg=applicant/vacancybyfunctionalarea.jsp,https://www.topjobs.lk/vacancy?ac=0000000074&jc=0001473314&ec=0000000091&pg=applicant/vacancyDetails.jsp,data/raw/topjobs_ads_listview/images/topjobs_1473314.jpeg,careers@nolimit.Ik,"3 076 526 4485, 685) 56016","a - _ NSEIMIAIA AF
Le | aeons | al a Ee ae eS SE
Be gee at | [meray y/o
| ne Pi] th ‘= See wi \ a I KN .
gs eri ASE Takk ee oe, —— |
ayy: My ied 0 HAS ae Wo SS
rf ite aE il aa ht re :
OH! es wm) OHdDAHHD
SCG DODO
HOVMHEMIATSEORMOIOG
SEO YOO SE MA LECOZOO LEED
er
» @.eo.e. (en/eog) » gene. (en/eoq)
> adoéas @cOo'asesd | > aeod daaw segddc
EEE
» 4,000.0. (6/666) » @.007.0. (6/65@)
> bald Deo avers’ » Ged gawd cegende
 20060500:685) 56016
> 4.669.0. (60/65¢)
\ re noceniGien e8Or BEG segdzde. ;
© Bqg8 toddd =e quod ow © Bes R88 =e aon Omg
. 2 caes GawinOdin «=.» Basia Bet wcicB 0008 =e endDD ogee 2000 :
, QDedS BSG MOM EF GaeSom Fe® 45 GOo emg mddn :
. careers@nolimit.Ik Gw3 076 526 4485 eomad Whatsapp mda ;
INGE ae
",True,,,
topjobs_1468364,Internship - Administration (1),Union Assurance PLC,,2026-02-13,2026-02-27,https://www.topjobs.lk/employer/JobAdvertismentServlet?rid=0&ac=0000000178&jc=0001468364&ec=0000000213&pg=applicant/vacancybyfunctionalarea.jsp,https://www.topjobs.lk/vacancy?ac=0000000178&jc=0001468364&ec=0000000213&pg=applicant/vacancyDetails.jsp,data/raw/topjobs_ads_listview/images/topjobs_1468364.jpg,,,"(0)
SATE fe)
pial .
\ <i Internship
a Be Administration) y
Me se EES Vy \\ \ ZJOB DESCRIPTION:
zi 5 a foe E \ ! The person will be responsible to. .manage corporate
co le Pepe ih mobile services, utilities data analysis across’ branches.
me = : | 5 7, - \ Coordinates timely payments for essential services and
. I ay = . it / A oversees logistics, including fleet management.
L + x ‘
os ( SS i i LE REQUIREMENTS:
: 5-3 Ty
oe n\ % oe as ii) » Fresh graduate with a Bachelor's degree in .
: \ \ . \ aa p Administration, Business Management or :
gg i ; INS ‘Pe _o* Logistics from a recognized University/ Institute.
ae y f > Strong organizational! and multitasking skills :
‘i . “sd > Excellent verbal and written communication abilities ©
{click herd to apply > > Proficiency in MS Office (Word, Excel, PowerPoint)
: and basic IT tools :
“By oppiying, you consent to the processing of your personal information for recruitment purposes and acknowledge that reference checks may be conducted,
ION UNION The John Keells Group is an equal opportunity
ASSURANCE = employer and we invite applications from all
VS ‘AONE KAELLS COMPANY = suitably qualified individuals to join our team.
",True,excel,communication,"communication, excel"
topjobs_1368949,Intern ? Information Technology (1),John Keells IT,Colombo 2,2026-02-24,2026-03-24,https://www.topjobs.lk/employer/JobAdvertismentServlet?rid=0&ac=0000000049&jc=0001368949&ec=0000000313&pg=applicant/vacancybyfunctionalarea.jsp,https://www.topjobs.lk/vacancy?ac=0000000049&jc=0001368949&ec=0000000313&pg=applicant/vacancyDetails.jsp,data/raw/topjobs_ads_listview/images/topjobs_1368949.jpg,,,"John Keelts Information Technology [Pvt] Ltd (JKIT], the consulting and professional IT services arm of. com 4 ry j
John Keells Holdings PLC, (Sri Lanka’ largest conglomerate listed on the Colombo Stock Exchange). isa_| Geese
globat professional services leader, transforming enterprises with cutting-edge digital solutions. Driven by | yV : ‘
a CloucHirst, Mobilefirst and AHfirst strategy, and strategic partnerships with global leaders like Microsoft,
SAP, and Salesforce, JKIT focuses on Strategy, Consulting, Digital, Technology, and Operations for large | 3 i :
mutinational companies worldwide, empowering businesses with innovation, agility, growth, and | ;
security. JKIT has defivered many award-winning solutions to some of the biggest names in Europe, the | ‘
Middle East, and Asia- ane {

i
We invite applications from suitably qualified individuals for the post of Intern — Information Technology: \ yy... ;
The selected candidate will report to the Assistant Manager — Systems Engineering. . Be oN, |
The Intern — Information Technology will be responsible for:. A GN \ oO as r }
© Installing and configuring computer hardware, software, systerrs, networks, and printers 4 . q i
© Monitoring ahd maintaining computer systems } Ww I \ 6 oot b
@ Responding in a timely manner to service requests \ seat :
© Providing Level 1 technical support across the company. 5 . ee nae
9 Setting up accounts for new joiners and handling exit formalities ty oH OT
© Repairing and replacing equipment as necessary cue if #
9 Testing new technology when required NX wo, .
© Maintaining inventory of IT assets Ne 5 ne rs pone ©
The ideal candidate should: t ee Oe ~

an Os ee a
© Possess or be pursuing a bachelor's degree or a professional qualification in [fF or an equivalent go OSA
discipline. SS
0 Have an understanding of systems and network concepts; exposure to cloud computing and a t ih te j a
certification in RHCSA for currently pursuing it] will be an added advantage. « nterny-
bate
Iryoure up forthe catenge, pleas send your resume w carenphnkcestcm Information, Technology,
Please state the position you're interested in the subject line of your email: »
a “Tee Jotun Keclls Group fawn equal epportomsty
sonyecusdg M CNSGIKH 2222
Alseuptive minds Sy gun nets fe,
rea emt rete eet Moen til ttn ey ed
",True,go,,go
topjobs_1470095,Internship - Student Counselor (Male),Sky Gate International Pvt Ltd,Ratmalana,2026-02-18,2026-03-04,https://www.topjobs.lk/employer/JobAdvertismentServlet?rid=0&ac=DEFZZZ&jc=0001470095&ec=DEFZZZ&pg=applicant/vacancybyfunctionalarea.jsp,https://www.topjobs.lk/vacancy?ac=DEFZZZ&jc=0001470095&ec=DEFZZZ&pg=applicant/vacancyDetails.jsp,data/raw/topjobs_ads_listview/images/topjobs_1470095.png,,7 7 7 7 7 7,"=_ ~- OPPORTUNITY
ee Stuclemt Counselor
om Fas Gh,
“ae { a B's Are you passionate about guiding and,
A iJ Ny empowering stidents? Join ourteani as
‘es L SS ~ ‘a Student Counselor Intern and gain,
ts ere ag? = ee ce
eae OF. Oey ut hands-on experience in academic advising]
tt _, ig BUS etudent supportvand career guidances
% Sage ® FO,
“of Ne ? WHAT WE'RE LOOKING FOR
AN fi f i { 7, 4 “ Currently pursuing cr recently completed @)
ys 5 i V7, a degree in Psychology, Counseling, Education,
7 o yt i yy ’ 4 ‘or Marketing
fy PEs a ‘ Qémrathetic confident ang student-focused.
; ‘ Ly mindset!
4 ie ! a \e - 7 7 7 7 7 7
rae rd ge KINDLY SEND US YOUR CV TO J
we i LZ a Te hr@skygcte.| as
“ ‘ —
“we f i ~
r - a wo
2
",True,,,
topjobs_1471684,Intern - Data Analytics (1),MAS Silueta,Biyagama,2026-02-20,2026-03-06,https://www.topjobs.lk/employer/JobAdvertismentServlet?rid=0&ac=0000000094&jc=0001471684&ec=0000000257&pg=applicant/vacancybyfunctionalarea.jsp,https://www.topjobs.lk/vacancy?ac=0000000094&jc=0001471684&ec=0000000257&pg=applicant/vacancyDetails.jsp,data/raw/topjobs_ads_listview/images/topjobs_1471684.png,,,,True,,,
topjobs_1471542,Intern. Finance,Cinnamon Hotel Management Ltd,Colombo,2026-02-20,2026-03-05,https://www.topjobs.lk/employer/JobAdvertismentServlet?rid=0&ac=0000000049&jc=0001471542&ec=0000000230&pg=applicant/vacancybyfunctionalarea.jsp,https://www.topjobs.lk/vacancy?ac=0000000049&jc=0001471542&ec=0000000230&pg=applicant/vacancyDetails.jsp,data/raw/topjobs_ads_listview/images/topjobs_1471542.png,,,"Guamc«n,
HOTELS & RESORTS
LEC. ;
‘ ""ASS Tk 4 A a
GER eee aN ie
. Goes 4 4\ PALF wy 7 ae
Lo<: [oe Le
= 4 : cee ‘ j
Join Cinnamon Hotels & ResortsNSri Lanka's leading hotel chain*with16
exquisite properties in Sri Lanka and the Maldivesyincluding the highly
anticipated CINNAMON LIFE at City of Dreams Sti LankavAsva proud
member ofUohn Keells Holdings PLC¥one of Sri Lanka's largest INTERN
Feta part pananamettinme Teea fps same ey
conglomeratesywe offer unparalleled opportunities for growth and
development! (GJ, FINANCE]
We’re now offering internships for Finance graduates with strong analytical
skills‘and proactive mindsets}
LIEVourerpdssionale-cBOULde peering Unparg lleled guest Seas itive ig Creolivewc Ollabor clive
environmentewednvite yOu Moexplorceme sree with ""st Click to Apply-anciset off ote joumey where
Fyourpass on docs and Im pand witpexcellencay
John Keells Group is an equal opportunity employer, and we invite applications from all suitably
qualified individuals to join our team. By applying, you consent to the processing of your personal
information for recruitment purposes and acknowledge that reference checks may be conducted.
",True,,,
topjobs_1473085,Trainee Supervisors | Supervisors - Construction Site,ELS Group of Companies,Boralesgamuwa,2026-02-25,2026-03-11,https://www.topjobs.lk/employer/JobAdvertismentServlet?rid=0&ac=DEFZZZ&jc=0001473085&ec=DEFZZZ&pg=applicant/vacancybyfunctionalarea.jsp,https://www.topjobs.lk/vacancy?ac=DEFZZZ&jc=0001473085&ec=DEFZZZ&pg=applicant/vacancyDetails.jsp,data/raw/topjobs_ads_listview/images/topjobs_1473085.png,careers@elslanka.com,"+94) 11 2509806, +94) 114309494","— 7 qs Group
——
HIRING
H JOIN our TEAM
a |
ELS GROUP OF COMPANIEIS ha RQ WW
a oma
ELS is a well-diversified Group of Companies certified with ISO goo1:2015 * QMS, 14001:2015 - EMS &
45001:2018 -OHSMS. ELS has obtained G1, GP-P, GP-B1, EM 4, and SP « CIDA Grades and ISO/IEC 17025:2018
laboratory accreditation for material testing. Asa leading engineering and construction company, we are
looking fora smart energetic candidate for the following vacancy.
Varian
Trainee Supervisors/Supervisors - Construction Site
Key Responsibilities
© Assist the Site Engineer | Project Manager in daily site operations
Supervise site workers and subcontractors
Monitor construction activities to ensure compliance with drawings and specifications
«Ensure safety procedures and company policies are followed at site
Record daily site progress and prepare basic reports
© Coordinate material deliveries and site logistics
Support quality control and inspection activities
Requirements
© NVQ Level 4 & 5 oF Diploma in Construction Technology / Civil Engineering
(School leavers with Technical background are encouraged to apply)
© Basic knowledge of construction pracesses and site operations
© Good communication and leadership skills
© Ability to work under pressure and meet deadlines
Willingness to work at project sites (Islandwide)
© Basic knowledge of MS Office (Word & Excel) will be an added advantage
If your profile matches our requirements, please send your updated CV with two referees on or before
20"" March 2026 to careers@elslanka.com & mention the post applied on the subject line of the email.
Bey
Manager fa
Human Resource
No. 62/3, Neelammahara Road, Katuwawala, Blas
Boralesgamuwa
APPLY NOW
= ® Hotline: (+94) 114309494 - & Fax: (+94) 11 2509806 “A Web: www.elslanka.com =
",True,excel,"communication, leadership","communication, excel, leadership"
topjobs_1473355,Admin/ Operations Intern - Reefer Operations (Colombo Port),Hayleys Group,,2026-02-25,2026-03-11,https://www.topjobs.lk/employer/JobAdvertismentServlet?rid=0&ac=0000000377&jc=0001473355&ec=0000000495&pg=applicant/vacancybyfunctionalarea.jsp,https://www.topjobs.lk/vacancy?ac=0000000377&jc=0001473355&ec=0000000495&pg=applicant/vacancyDetails.jsp,data/raw/topjobs_ads_listview/images/topjobs_1473355.jpg,vinura.weerawarna@lil-Ik.com,,"YX ADVANTIS
Hayleys Group is amongst Sri Lanka’s largest, and most respected diversified conglomerates with a turnover
‘in excess of USD 1 Billion. To explore the World of Hayleys, visit us at: www.hayleys.com,
Hayleys Advantis Limited
Advantis is a diversified transportation and logistics provider, with over sixty-five years of experience and
‘operations across Bangladesh, India, Indonesia, the Maldives, Myanmar, Singapore, Sri Lanka and Thailand.
Backed by the blue-chip multinational conglomerate Hayleys PLC, Advantis is at the forefront of. the,
transportation and logistics’ industries, providing end-to-end ‘solutions’ covering Freight Management,
Integrated Logistics, Marine and Energy, Projects Logistics, and Travel. and Aviation. For more information
on Advantis, visit www.advantis.world.
Advantis Trading
Advantis: Trading, part of the Hayleys Advantis Group, provides solutions such as bulk and paper-based
packing,. security seals, plastic pallets, wristbands, container spares, and PPE., The company also offers.
container sates and rentals, logistics products, Reefer Operations for refrigerated container maintenance,
and Convertainer .solutions—modular’ container’ conversions for’ offices, living spaces, and custom
applications
ADMIN / OPERATIONS INTERN - REEFER OPERATIONS \
Job Location: Colombo Port NW) \ sa
Job Responsibilities \\ ay
« Assist in coordinating daily Reefer operational activities at Colombo Port under the supervision of the.
Head of Reefer Operation.
« Support. documentation’ tasks such ‘as ‘service reports, maintenance logs,: job cards, and ‘other
operational records.
« Facilitate communication between the Reefer operations team, customers, and third-party service
providers at the port.
« Assist in tracking Reefer container movements, job scheduling, and follow ups.
+ Coardinate with technicians regarding repair updates, site requirements, and material needs.
- Maintain administrative fites, operational documentation, and digital records in an organized manner.
« Support’ procurement’ arrangements ‘for ‘consuimables, “tools, ‘and materials required for Reefer
operations.
« .Assist in preparing operational summaries and reports required by management:
«. Provide general administrative and operational support as assigned by the Head of Reefer Operation.
Candidate Profile
« Undergraduate or diploma student in Business Administration, Logistics; Operations Management,
Supply Chain, or a related field.
*, Strong communication skills in English (written and verbal),
« Good organizational and multitasking abilities.
« Proficiency in MS Office (Word, Excel, PowerPoint).
«Ability to work with operational and technical teams in a port environment.
+ Willingness 'to visit operational areas within Colombo Port under supervision.
~ Apositive attitude, eagerness to learn, and strong attention to detail.
if you think: you have’ what it takes to be’ successful in this challenging rofe, please apply via email to
vinura.weerawarna@lil-Ik.com indicating the position applied for on the subject line of the email. Pay and
benefits of the above positian will be competitive, and the rewards are performance driven.
Hayleys is an Equal Opportunity Employer.
OR ES fs =
cote oll « res Oe is <8 ;
se EIR el ae
Riad ia part to
‘ Peary The World Of
A World of Opportunity &Hayleys
CO ad sce 187
",True,excel,communication,"communication, excel"
topjobs_1470980,Recovery Staff - Assistant Managers | Senior Executives | Executives | Junior Executives | Trainee Executives,Abans Finance PLC,"Ambalangoda, Horana, Ja-Ela, Kiribathgoda, Mahiyanganaya, Matale, Moratuwa, Negombo, Warakapola",2026-02-19,2026-03-05,https://www.topjobs.lk/employer/JobAdvertismentServlet?rid=0&ac=DEFZZZ&jc=0001470980&ec=DEFZZZ&pg=applicant/vacancybyfunctionalarea.jsp,https://www.topjobs.lk/vacancy?ac=DEFZZZ&jc=0001470980&ec=DEFZZZ&pg=applicant/vacancyDetails.jsp,data/raw/topjobs_ads_listview/images/topjobs_1470980.png,,,"a Abans|
{ey | A Finance
Oi () Ul
| WEARE
Al|_ HIRING
END qi f\hee
oN f \ RECOVERY STAFF _

See eam ~ Ce J] Now
",True,,,
topjobs_1473139,Intern - Business Development (1),Hirdaramani,,2026-02-25,2026-03-04,https://www.topjobs.lk/employer/JobAdvertismentServlet?rid=0&ac=0000000064&jc=0001473139&ec=0000000071&pg=applicant/vacancybyfunctionalarea.jsp,https://www.topjobs.lk/vacancy?ac=0000000064&jc=0001473139&ec=0000000071&pg=applicant/vacancyDetails.jsp,data/raw/topjobs_ads_listview/images/topjobs_1473139.png,,,"l Elevate YORE Gageer
te, . 1
WitheZenitherinsugance!
Noinavibrant¥growth-driven culture thatvalues flexibility! |
expertisevand premium perks’
Be part ofa team that sets industry,standards fonspeed Vagility 3am
TNVERIN - BUGUINGESS SEYVELOPMENT ' h
‘ md
i \\
KEY TASKS Al il dj-
dy ¢ Me a
eRSuUpport:basic.client;coordination N P° & )
and follow-ups: undegsupervision' \’ WEN i
Ni
fed Maintain’and update,account ~ ak
recordsvand assistwwith’simple | (S) Ws
feAVWorkiclosely,with:seniogteam YA b lh Z =
memberscooainpractical exposure We oe, » [ama
A a, aay aaa nap x Oo BA lamina oa
and actively support days to-day, yj Zl= t=
accountumanagementactivitioss 7 (eit wad
BRING YOUR EXPERTISE an cs) rips) 43 ,
The ideal candidate has completed A/Ls aM i A aK YY. Nah
and is well-organized and detail= ‘ef MZ 2
oriented*with strong communication t ay i So
and multitasking skills!Proficiency,in XG - “ gt
\ “phot aes
— e, x tay? ua sk
will be considered an.added advantages aMNG: a-
SendusyoumCvygto; ae a2
careers@zenithinsurance.|kK
",True,,communication,communication
